7.21521,7.22172,0.55889,-0.345893,0.367751,-0.564085
4.23730,7.45339,0.76052,-0.194759,-0.868390,0.711785
0.14381,3.72302,7.19650,0.362706,-0.338529,1.923844
3.83435,3.36763,0.38894,-0.799186,-0.042128,0.975243
0.52385,0.01096,4.08356,-0.230108,-1.901409,-1.356589
4.26593,0.15799,3.71633,-2.242240,-2.501332,1.550193
0.02786,3.45664,3.87471,-0.439648,0.038795,0.744810
3.29510,3.68643,3.83989,2.188204,1.417166,1.944815
1.64094,1.63427,0.12000,0.782946,0.007340,-0.280860
5.92702,1.65266,0.59573,-0.979829,0.217133,-0.714352
2.66277,5.43851,0.86316,-0.993108,-0.226340,-0.766502
5.26620,5.19616,7.32257,-0.074257,1.613308,1.050809
2.22095,1.68179,4.19121,-0.351734,-0.391860,0.591394
4.98427,2.19749,3.68696,2.565638,1.572085,1.103842
1.51617,5.42550,3.90200,0.793465,0.785805,-0.149830
5.70135,5.14586,4.26248,-0.200052,-0.147847,-0.307180
2.05857,7.47094,2.26109,-0.812331,-0.756395,-0.160686
6.09602,0.26937,2.50900,-0.191761,-1.550191,-0.027439
1.81766,3.65343,2.36641,-1.213628,-0.178085,-3.235657
5.95609,3.98509,2.05956,-0.825485,-1.403412,0.163166
1.87667,6.89717,6.44890,0.295164,0.711757,-0.734476
5.49889,7.07719,5.90170,0.806498,1.069849,-0.268078
2.04079,3.99143,6.04011,0.804489,-0.218870,-0.806065
5.68500,3.33934,6.15771,-0.469119,-0.878543,-2.477675
0.12228,2.06699,1.90686,1.672928,0.641306,1.048144
3.45050,1.62855,2.10172,-0.096200,1.057238,-1.551837
7.17375,5.86540,2.41382,1.173148,-0.291978,0.538702
4.19497,5.73999,2.48288,0.404464,-0.037010,0.865230
0.01084,1.58220,5.45980,-0.596184,1.316815,1.534004
4.09447,1.46453,6.33990,-0.871058,0.172551,-2.096217
7.30815,5.28358,5.91405,0.445481,0.830164,0.559741
3.64451,5.71333,5.27666,-0.368550,-0.086744,0.191810
7.25510,7.41009,0.77586,0.300082,0.287129,-0.476726
4.28058,7.27801,1.07411,-0.048689,2.081813,-0.215794
0.18873,3.60486,7.24674,1.163335,0.646963,1.454454
3.84652,3.43428,7.31083,0.575063,-0.654014,3.031835
0.54010,0.05659,4.34442,0.333911,-0.742464,-1.084085
4.01162,0.08102,3.83453,-0.780024,-0.009311,0.522866
0.03948,3.42093,4.07601,1.090559,0.562723,0.460458
3.39253,3.87836,4.06564,2.105554,-1.360004,-0.698431
1.86533,1.44728,0.26239,-0.084919,0.822614,-0.278133
5.74832,1.78995,0.98200,-0.040411,-0.192309,-1.829142
2.58222,5.34892,0.87677,0.112165,1.033208,-0.964493
5.09808,5.50475,7.50650,1.037008,-1.835461,-0.325738
2.16073,1.92565,4.38648,-0.125869,-0.624220,-0.338560
5.24642,2.13093,3.86684,0.151074,0.944964,0.609169
1.67063,5.40222,3.95876,-0.823202,1.615812,0.221256
6.06721,4.98799,4.08924,-1.319794,0.188460,2.975278
2.21680,7.49317,2.14671,-1.638393,-0.760242,0.750373
6.09712,0.28579,2.69492,-0.325688,-2.524205,0.585055
1.84562,3.79829,2.26200,-0.262455,-1.350489,-0.203750
5.88728,3.92041,1.92331,-1.029667,-0.869358,0.094570
2.15806,7.01555,6.45356,-0.630714,0.828761,0.129015
5.88094,7.15768,6.02507,-1.388026,1.776329,-0.710017
2.30273,3.99955,5.99285,-3.035007,0.499571,-0.232583
5.77788,3.34562,6.18208,-0.196529,0.346374,-1.038637
0.17512,2.13877,2.22363,1.122065,-0.374212,-0.830474
3.63125,1.64791,2.01242,-0.372210,1.349612,0.281423
7.18802,5.67455,2.41627,2.460766,1.439652,-1.384026
4.23684,5.61188,2.83119,-0.458460,0.726609,-1.058362
0.07052,1.83682,5.77525,-0.140618,-1.152621,0.569418
3.95287,1.43223,6.12109,0.285729,-0.811555,-0.344598
7.40742,5.56441,6.33193,1.033537,-1.343590,-0.006318
3.79777,5.87685,5.33254,0.929827,-0.546539,0.334694
7.20962,7.48133,0.61132,-0.442176,0.372119,-0.307427
4.23212,7.51919,1.00858,-0.374491,-1.017683,-0.713095
0.51261,3.61198,0.13723,-0.872931,-0.342940,0.683042
3.80310,3.21482,7.53403,-0.429920,0.579748,1.367803
0.76977,7.47492,4.47298,-0.752435,0.580883,-1.027718
3.74098,0.14579,3.93153,0.739398,-1.096081,-0.382463
0.33717,3.50378,4.37601,-0.215706,0.559709,0.249069
3.52379,3.58112,3.93747,-0.655104,1.725048,0.950029
2.01995,1.43828,0.44006,-1.474172,1.886248,-0.827457
5.80452,1.73250,1.07676,0.082429,0.652836,-2.099594
2.43143,5.56027,0.95696,0.160571,-1.134622,-0.707183
5.15385,5.44313,7.47891,-0.296208,0.725525,-0.685688
2.17154,1.67027,4.36091,-1.018190,1.308781,-0.027386
5.19934,2.21569,3.82962,1.907127,-1.127742,0.461296
1.55968,5.47225,3.92796,1.186476,-0.804296,-0.718772
5.65676,4.98490,4.19690,2.661117,-1.057188,1.160684
1.78328,7.45777,2.07087,-0.159974,-0.149726,1.732171
5.97651,0.03443,2.52569,-0.361822,-0.977642,1.932314
1.98940,3.39294,2.25246,-0.514156,0.909273,-0.732749
5.77627,3.95301,1.66083,-0.105149,-0.481175,1.474003
1.91352,7.23862,6.54936,0.873646,-0.550412,-0.411438
5.86937,7.15435,5.56793,-0.916688,0.714933,0.015510
2.22046,4.05004,6.09242,0.030294,0.359444,-1.203789
5.58596,3.23299,6.14397,0.855135,0.228916,-0.429707
0.04052,2.12940,2.48836,0.509650,-0.688923,-0.211816
3.62271,1.68783,2.06479,0.156593,0.492671,1.254980
7.24606,5.78409,2.18946,0.474117,-1.308596,0.501853
4.24143,5.65431,2.73624,-1.609218,0.911956,-1.660266
7.35145,1.43022,5.99893,-0.142536,0.270968,0.682936
3.69789,1.18160,6.23383,1.456033,0.188769,-0.977806
0.06991,5.75217,6.10796,0.214589,-1.493313,-0.103481
3.83034,5.80841,5.34313,-0.966299,-0.237487,0.762144
7.08859,7.36082,0.73829,-0.153021,1.393561,-1.266554
4.49310,7.58368,0.93819,-0.557309,-0.239668,-0.537871
0.17951,3.47025,0.15333,0.330208,1.596671,-0.046976
3.68423,3.12414,0.30210,-0.375554,1.666104,-0.160697
0.71193,7.52354,4.24126,0.121047,0.835514,-0.021981
3.79777,0.25170,3.95493,-0.266824,0.080833,-0.135503
0.21678,3.45739,4.22946,-0.025920,1.482362,2.042473
3.60484,3.74345,3.56403,0.783933,0.593352,1.828078
1.78864,1.74363,0.17552,0.060465,-0.225156,0.823689
5.70882,1.96443,0.83246,0.286560,-1.761303,-0.812778
2.49260,5.49501,0.88518,0.400594,-1.174967,-1.072642
5.39967,5.64921,7.20261,-0.335402,-0.416694,0.340437
1.93327,1.91198,4.41345,0.904241,-0.172948,-0.388132
5.27399,2.14708,3.83105,0.602122,0.136520,1.005532
1.66955,5.46415,3.92460,-0.013352,-0.416505,-1.101700
5.98743,4.95441,4.11276,-0.445770,0.734048,0.167347
1.63978,7.28738,1.96963,0.248257,1.299638,0.805367
6.14330,0.15875,2.67505,-0.519167,-1.178407,0.545633
2.03202,3.48852,2.08571,-1.692470,-0.097464,-0.724671
5.42457,3.98639,1.80877,-0.581891,0.467720,0.645839
2.00243,7.32032,6.78366,0.482414,0.122475,-1.125210
6.09292,7.33804,5.60884,-1.570480,0.042535,-0.258896
2.24492,4.29494,5.90086,-0.020634,-1.233522,0.531867
5.48144,3.51996,6.13229,0.522544,-0.411923,-0.801459
7.33433,2.17193,2.65164,0.643955,-0.970450,-1.819759
3.63332,1.61244,2.07330,-0.672105,-0.074563,0.381402
7.15939,5.51098,1.96213,0.838157,-0.924730,0.788829
3.84827,6.04003,2.75980,0.747579,-0.108848,-0.485246
0.04849,1.59237,5.90114,-0.570921,0.151983,-0.428954
3.78363,1.37898,6.01699,0.651196,-0.101962,0.105996
0.31597,5.73768,6.07216,-0.470403,-0.456098,-0.140216
3.77478,5.94816,5.13724,0.647951,-0.638109,1.316756
7.04534,7.47833,0.87993,0.494396,0.762540,-0.409371
4.33830,0.03912,0.34085,-0.460351,-0.588544,-0.459970
0.34393,3.41753,0.17368,-0.466941,1.678183,-0.013230
3.84454,3.31961,7.45811,0.000532,1.151381,1.789355
0.78940,-0.01352,4.14376,-1.197077,-2.179691,0.536824
3.84378,0.36898,3.75871,0.836419,-1.138534,0.371142
0.46639,3.54321,4.21057,-0.830140,0.077186,0.816915
3.65080,3.57358,3.79738,-0.295364,1.376874,1.010565
1.99448,1.77052,0.30370,-1.917761,-0.135054,-1.015212
5.78537,1.88208,0.98097,0.434073,-0.939377,-1.238121
2.57342,5.55709,0.99761,-0.364849,-0.599837,-1.359531
5.36478,5.99563,7.45563,0.327927,-2.934008,-0.317804
2.06562,1.65121,4.05199,0.325187,2.853975,-0.002148
5.35679,2.15440,3.89755,1.853535,-0.735568,0.384104
1.58165,5.49009,3.85248,0.364850,0.770580,-0.309382
6.19224,5.28742,4.39532,0.117930,0.104078,-0.968483
1.81428,7.49725,2.17204,-0.639769,0.369924,0.222174
6.40273,-0.02764,2.90805,-0.864413,-0.394221,-0.889135
2.02902,3.48455,2.19140,0.350460,0.922823,-0.752633
5.60345,3.82173,2.09897,-1.241348,0.497090,0.446545
1.88741,7.42699,6.82640,0.489279,0.169527,-0.451674
5.88315,7.47053,5.58148,-0.066306,0.656383,0.633919
2.38598,4.39242,6.02547,-0.707724,-0.191512,-0.449163
5.58625,3.63164,6.03616,0.900026,-0.178483,-0.354577
0.16677,2.23386,2.29702,-0.647514,-1.373304,0.057061
3.56404,1.48195,1.75971,0.594306,1.512708,2.720436
7.24245,5.30727,1.96012,1.506270,0.860344,0.138002
3.73127,6.08324,2.87151,1.373313,-0.228004,-1.069631
0.05800,1.78584,5.80695,-0.254438,-0.827727,-0.122645
3.70955,1.58132,5.96174,0.545094,-0.124817,-1.358733
0.29312,5.80764,6.07632,-0.423729,-0.523669,0.352874
3.95171,6.01863,5.07502,-0.135874,-0.671247,2.061529
7.02705,7.55575,0.85665,1.169428,-0.365574,-1.198970
4.45941,0.04087,0.12569,-1.006094,-0.326637,0.331012
0.38620,3.63025,7.33489,-1.618210,0.314000,1.104712
3.80775,3.40450,0.20181,0.806433,0.134746,0.717208
0.50614,7.64110,4.45792,1.192695,0.377226,-0.112832
4.07575,0.07204,3.77166,-1.334871,-0.468360,0.435052
0.40906,3.47703,4.10167,-1.757847,1.203304,0.501471
3.69008,3.70148,3.82085,0.222867,1.373356,0.376062
1.94445,1.82680,0.30576,-0.575915,0.087948,-0.312185
5.84084,1.78702,0.84619,-0.513924,0.720267,-0.658372
2.22084,5.37112,0.78712,-0.124274,2.527472,-1.402728
5.48987,5.75364,7.26736,0.039241,-1.891032,0.800056
2.08927,2.06066,3.80711,0.172984,-2.248530,1.077504
5.27155,2.03575,3.98195,1.734953,-0.243250,-0.663371
1.55049,5.49761,3.70587,0.590474,0.228387,0.018631
6.03290,5.37680,4.28259,0.566305,-0.618522,-0.419361
1.87332,7.48155,2.25318,-0.349267,0.178655,-0.245247
6.13197,7.51486,2.99058,-0.299572,0.243758,-0.065691
2.03935,3.59969,1.95372,0.053623,-0.541927,1.461551
5.36422,3.86024,1.88001,-0.714648,-0.540066,0.827767
2.00564,7.67562,6.78508,-0.201336,-1.337244,-0.867739
5.97558,7.36092,5.72915,-0.617556,1.052444,-0.114501
2.24121,4.03629,6.06474,0.017760,-0.218159,-2.202844
5.60418,3.40155,5.93245,0.295098,0.716137,0.065262
0.27264,2.08914,2.12961,-0.508880,-1.063667,0.389165
3.51820,1.56055,1.99977,1.383221,0.292563,-0.143269
7.02253,5.29709,1.96582,1.802721,0.922978,0.059344
3.86212,5.93433,2.50567,0.572155,-0.179068,0.096728
7.34788,1.67626,5.88289,0.325504,-0.922967,0.016133
3.66804,1.66437,5.79268,0.055144,0.153447,-0.309028
0.48735,5.68228,6.09288,-0.505191,0.671647,-0.182969
3.94705,5.75637,5.29263,-0.873023,-0.233333,0.621450
7.43933,0.07181,0.43805,-0.253722,-1.538341,0.055286
4.42213,7.53215,0.57908,-0.529105,0.079226,0.144911
0.19483,3.53756,7.36926,-1.606953,0.613928,0.597454
3.69797,3.54192,0.25469,0.217418,0.252153,0.881718
0.49166,7.74231,4.44861,0.681388,-0.446992,-0.500931
3.88734,0.03638,3.82976,-0.337967,0.124103,0.265420
0.24321,3.70547,4.34674,-0.605265,-0.208914,-0.282454
4.07380,3.82156,4.06629,-2.486757,1.438435,-0.471014
1.74839,1.80839,0.25853,0.689190,0.542949,0.131838
5.80810,1.63345,0.60861,-0.948034,1.324575,-0.109532
1.96221,5.61737,0.76218,0.032207,-0.732334,-0.267385
5.31346,5.46191,7.11134,0.147614,-0.042199,2.541897
2.17391,1.94653,3.82993,-0.587951,0.192631,1.035803
5.32195,2.10463,3.70794,1.686367,-1.976732,-0.164656
1.72037,5.67449,4.03652,0.321068,-0.453194,-0.858491
5.81030,5.49025,4.41308,0.759806,-0.113776,-0.951330
1.86508,7.44998,2.27899,-0.098182,0.004802,0.421432
6.02615,7.54361,3.11720,-0.627084,1.148429,-0.660061
