    108.61411   101.85208   107.97746    -1.87339    -9.46366    16.27797
    134.98527    90.97082    87.12006    -2.23898   -38.10028    -7.75641
    107.49721   111.99154    91.62131   -23.85090    -0.73782   -11.72746
     88.42421    92.80646   120.99144   -14.03866   -29.91944   -27.22281
    131.33525    87.04247   125.20740     3.58769   -26.48769     6.64086
    110.03574   114.22652   106.05797   -17.17967    -7.80057    -6.39454
    112.52017    96.71523   102.60957    -7.63334   -14.77226    -9.05725
    115.45796   100.48848   104.86832    10.65245   -33.01711   -19.76912
     73.61463   105.11752   124.09345    19.47838   -27.10785     3.09279
     38.25430   114.31938    81.52052     0.30951   -14.25297    -8.66477
    105.34444   137.64747    91.27834   -31.93833    15.34319   -22.24081
    109.55262    99.64483    87.96842    -9.06834    21.60278   -25.76925
     75.33524   122.84581   112.46848    -6.95817    -6.43092   -11.34055
     60.68342   107.76302    94.54279    -2.58386   -13.01485   -27.37418
     90.96179   125.12656   101.31256     5.46270   -13.44404    -3.84576
     92.51041   109.97526    92.58153   -22.14741     2.50156   -20.96500
     46.85155   136.53362   113.52758   -21.09384    -8.41599    18.82926
     99.14456   141.65359    91.34582     4.18909    -2.37083     9.24025
    118.90715   114.48549   121.43572    -0.06273    -9.03051   -28.37336
    115.07435   105.46478   108.29102   -19.73612   -12.76161     3.42879
     81.08581   106.87510   137.35581   -23.43610    10.35342   -10.80921
    104.36548   124.47038   100.52372    -8.02349     0.89648     0.34698
     84.63204   101.52511    82.44637    -8.43899    -2.36709    -5.61625
     93.37408   113.52312   115.86855   -16.78471   -19.79541   -10.74382
    109.22622    99.12432    97.37976   -28.38502   -15.59413     8.30862
     88.14356   107.51431    88.19857    -3.61074   -24.83615   -19.40173
    108.43707    84.15768   127.58476   -31.84000   -24.83350   -24.80740
    137.73922   124.31475   117.15549   -24.18829   -15.51510   -22.22618
     89.41766    94.96437   104.97403   -22.39866   -23.76667   -24.93587
     88.96649    99.80528   123.57134    -8.56564   -22.21654    -2.30399
     99.52679    93.48889   160.46313   -22.24101    13.42139   -22.85771
     85.59207    55.62094   118.09681   -17.56816     0.63396   -13.11799
     91.89522    94.78555   115.15869    -9.96620   -10.01839    -7.72441
     58.54951   120.04183   121.73126   -19.30884     0.73276    -2.64554
    100.06064    87.15365   134.21980   -15.50473   -23.22639    -3.20615
    130.07577    76.43180   102.97104   -12.76633   -14.58310   -31.32634
     96.42382    95.29273   167.87821     1.21283    13.30491    -6.83923
     55.36962    74.17985   111.08875   -11.23604     4.50810   -27.37784
     99.07396   104.92079   129.23872   -18.96060     2.01969   -26.21121
     66.47116    93.26650   120.80272     0.24136   -12.73988   -24.08204
     48.65678   129.63234   116.39334     3.50035    -9.55386   -23.29289
    105.83711   100.88046   102.59062     2.35519    -7.41553   -31.39839
     92.11582   124.72343    81.06504    -4.64488   -10.44985     7.68906
     98.65876   108.18367    71.73216   -12.56896     4.51654     3.62434
     87.18631   116.34573    86.93665    -2.70238   -19.55624     5.57392
    104.57991   112.39945   108.06175   -25.36596   -17.09410   -19.68047
    139.97888   101.08964   148.38734   -55.95967   -21.38557   -32.80753
     57.71334   129.84423    87.13931    -2.75648    -5.53697   -10.32893
     68.68701   178.01580   125.71670     9.57927   -18.50544     6.10433
     89.56235   121.69175    97.25020   -14.67626   -12.10145     1.39395
